cellid	snp.file	Gender	fileid	logr	baf	study	penalty
SK-UT-1	celfiles/SK-UT-1.cel	NA	SK-UT-1	celfiles/SK-UT-1_tumour_LogR.txt	celfiles/SK-UT-1_tumour_BAF.txt	GDSC	70
SN12C	celfiles/SN12C.cel	NA	SN12C	celfiles/SN12C_tumour_LogR.txt	celfiles/SN12C_tumour_BAF.txt	GDSC	70
SNB75	celfiles/SNB75.cel	NA	SNB75	celfiles/SNB75_tumour_LogR.txt	celfiles/SNB75_tumour_BAF.txt	GDSC	70
SNG-M	celfiles/SNG-M.cel	NA	SNG-M	celfiles/SNG-M_tumour_LogR.txt	celfiles/SNG-M_tumour_BAF.txt	GDSC	70
SNU-387	celfiles/SNU-387.cel	NA	SNU-387	celfiles/SNU-387_tumour_LogR.txt	celfiles/SNU-387_tumour_BAF.txt	GDSC	70
SNU-423	celfiles/SNU-423.cel	NA	SNU-423	celfiles/SNU-423_tumour_LogR.txt	celfiles/SNU-423_tumour_BAF.txt	GDSC	70
SNU-449	celfiles/SNU-449.cel	NA	SNU-449	celfiles/SNU-449_tumour_LogR.txt	celfiles/SNU-449_tumour_BAF.txt	GDSC	70
SNU-475	celfiles/SNU-475.cel	NA	SNU-475	celfiles/SNU-475_tumour_LogR.txt	celfiles/SNU-475_tumour_BAF.txt	GDSC	70
SNU-C1	celfiles/SNU-C1.cel	NA	SNU-C1	celfiles/SNU-C1_tumour_LogR.txt	celfiles/SNU-C1_tumour_BAF.txt	GDSC	70
SNU-C2B	celfiles/SNU-C2B.cel	NA	SNU-C2B	celfiles/SNU-C2B_tumour_LogR.txt	celfiles/SNU-C2B_tumour_BAF.txt	GDSC	70
ST486	celfiles/ST486.cel	NA	ST486	celfiles/ST486_tumour_LogR.txt	celfiles/ST486_tumour_BAF.txt	GDSC	70
SU-DHL-1	celfiles/SU-DHL-1.cel	NA	SU-DHL-1	celfiles/SU-DHL-1_tumour_LogR.txt	celfiles/SU-DHL-1_tumour_BAF.txt	GDSC	70
SUP-B8	celfiles/SUP-B8.cel	NA	SUP-B8	celfiles/SUP-B8_tumour_LogR.txt	celfiles/SUP-B8_tumour_BAF.txt	GDSC	70
SUP-T1	celfiles/SUP-T1.cel	NA	SUP-T1	celfiles/SUP-T1_tumour_LogR.txt	celfiles/SUP-T1_tumour_BAF.txt	GDSC	70
SW1088	celfiles/SW1088.cel	NA	SW1088	celfiles/SW1088_tumour_LogR.txt	celfiles/SW1088_tumour_BAF.txt	GDSC	70
SW1116	celfiles/SW1116.cel	NA	SW1116	celfiles/SW1116_tumour_LogR.txt	celfiles/SW1116_tumour_BAF.txt	GDSC	70
SW13	celfiles/SW13.cel	NA	SW13	celfiles/SW13_tumour_LogR.txt	celfiles/SW13_tumour_BAF.txt	GDSC	70
SW1417	celfiles/SW1417.cel	NA	SW1417	celfiles/SW1417_tumour_LogR.txt	celfiles/SW1417_tumour_BAF.txt	GDSC	70
SW1463	celfiles/SW1463.cel	NA	SW1463	celfiles/SW1463_tumour_LogR.txt	celfiles/SW1463_tumour_BAF.txt	GDSC	70
SW1573	celfiles/SW1573.cel	NA	SW1573	celfiles/SW1573_tumour_LogR.txt	celfiles/SW1573_tumour_BAF.txt	GDSC	70
SW1710	celfiles/SW1710.cel	NA	SW1710	celfiles/SW1710_tumour_LogR.txt	celfiles/SW1710_tumour_BAF.txt	GDSC	70
SW1783	celfiles/SW1783.cel	NA	SW1783	celfiles/SW1783_tumour_LogR.txt	celfiles/SW1783_tumour_BAF.txt	GDSC	70
SW1990	celfiles/SW1990.cel	NA	SW1990	celfiles/SW1990_tumour_LogR.txt	celfiles/SW1990_tumour_BAF.txt	GDSC	70
SW48	celfiles/SW48.cel	NA	SW48	celfiles/SW48_tumour_LogR.txt	celfiles/SW48_tumour_BAF.txt	GDSC	70
SW620	celfiles/SW620.cel	NA	SW620	celfiles/SW620_tumour_LogR.txt	celfiles/SW620_tumour_BAF.txt	GDSC	70
SW626	celfiles/SW626.cel	NA	SW626	celfiles/SW626_tumour_LogR.txt	celfiles/SW626_tumour_BAF.txt	GDSC	70
SW684	celfiles/SW684.cel	NA	SW684	celfiles/SW684_tumour_LogR.txt	celfiles/SW684_tumour_BAF.txt	GDSC	70
SW756	celfiles/SW756.cel	NA	SW756	celfiles/SW756_tumour_LogR.txt	celfiles/SW756_tumour_BAF.txt	GDSC	70
SW780	celfiles/SW780.cel	NA	SW780	celfiles/SW780_tumour_LogR.txt	celfiles/SW780_tumour_BAF.txt	GDSC	70
SW837	celfiles/SW837.cel	NA	SW837	celfiles/SW837_tumour_LogR.txt	celfiles/SW837_tumour_BAF.txt	GDSC	70
SW872	celfiles/SW872.cel	NA	SW872	celfiles/SW872_tumour_LogR.txt	celfiles/SW872_tumour_BAF.txt	GDSC	70
SW900	celfiles/SW900.cel	NA	SW900	celfiles/SW900_tumour_LogR.txt	celfiles/SW900_tumour_BAF.txt	GDSC	70
SW948	celfiles/SW948.cel	NA	SW948	celfiles/SW948_tumour_LogR.txt	celfiles/SW948_tumour_BAF.txt	GDSC	70
SW954	celfiles/SW954.cel	NA	SW954	celfiles/SW954_tumour_LogR.txt	celfiles/SW954_tumour_BAF.txt	GDSC	70
SW982	celfiles/SW982.cel	NA	SW982	celfiles/SW982_tumour_LogR.txt	celfiles/SW982_tumour_BAF.txt	GDSC	70
T-24	celfiles/T-24.cel	NA	T-24	celfiles/T-24_tumour_LogR.txt	celfiles/T-24_tumour_BAF.txt	GDSC	70
T47D	celfiles/T47D.cel	NA	T47D	celfiles/T47D_tumour_LogR.txt	celfiles/T47D_tumour_BAF.txt	GDSC	70
T84	celfiles/T84.cel	NA	T84	celfiles/T84_tumour_LogR.txt	celfiles/T84_tumour_BAF.txt	GDSC	70
T98G	celfiles/T98G.cel	NA	T98G	celfiles/T98G_tumour_LogR.txt	celfiles/T98G_tumour_BAF.txt	GDSC	70
TALL-1	celfiles/TALL-1.cel	NA	TALL-1	celfiles/TALL-1_tumour_LogR.txt	celfiles/TALL-1_tumour_BAF.txt	GDSC	70
TCCSUP	celfiles/TCCSUP.cel	NA	TCCSUP	celfiles/TCCSUP_tumour_LogR.txt	celfiles/TCCSUP_tumour_BAF.txt	GDSC	70
TC-YIK	celfiles/TC-YIK.cel	NA	TC-YIK	celfiles/TC-YIK_tumour_LogR.txt	celfiles/TC-YIK_tumour_BAF.txt	GDSC	70
TE-1	celfiles/TE-1.cel	NA	TE-1	celfiles/TE-1_tumour_LogR.txt	celfiles/TE-1_tumour_BAF.txt	GDSC	70
TE-10	celfiles/TE-10.cel	NA	TE-10	celfiles/TE-10_tumour_LogR.txt	celfiles/TE-10_tumour_BAF.txt	GDSC	70
TE-11	celfiles/TE-11.cel	NA	TE-11	celfiles/TE-11_tumour_LogR.txt	celfiles/TE-11_tumour_BAF.txt	GDSC	70
TE-12	celfiles/TE-12.cel	NA	TE-12	celfiles/TE-12_tumour_LogR.txt	celfiles/TE-12_tumour_BAF.txt	GDSC	70
TE-15	celfiles/TE-15.cel	NA	TE-15	celfiles/TE-15_tumour_LogR.txt	celfiles/TE-15_tumour_BAF.txt	GDSC	70
TE 441.T	celfiles/TE-441-T.cel	NA	TE-441-T	celfiles/TE-441-T_tumour_LogR.txt	celfiles/TE-441-T_tumour_BAF.txt	GDSC	70
TE-5	celfiles/TE-5.cel	NA	TE-5	celfiles/TE-5_tumour_LogR.txt	celfiles/TE-5_tumour_BAF.txt	GDSC	70
TE-6	celfiles/TE-6.cel	NA	TE-6	celfiles/TE-6_tumour_LogR.txt	celfiles/TE-6_tumour_BAF.txt	GDSC	70
TE-8	celfiles/TE-8.cel	NA	TE-8	celfiles/TE-8_tumour_LogR.txt	celfiles/TE-8_tumour_BAF.txt	GDSC	70
TE-9	celfiles/TE-9.cel	NA	TE-9	celfiles/TE-9_tumour_LogR.txt	celfiles/TE-9_tumour_BAF.txt	GDSC	70
TGBC11TKB	celfiles/TGBC11TKB.cel	NA	TGBC11TKB	celfiles/TGBC11TKB_tumour_LogR.txt	celfiles/TGBC11TKB_tumour_BAF.txt	GDSC	70
TGBC1TKB	celfiles/TGBC1TKB.cel	NA	TGBC1TKB	celfiles/TGBC1TKB_tumour_LogR.txt	celfiles/TGBC1TKB_tumour_BAF.txt	GDSC	70
TGBC24TKB	celfiles/TGBC24TKB.cel	NA	TGBC24TKB	celfiles/TGBC24TKB_tumour_LogR.txt	celfiles/TGBC24TKB_tumour_BAF.txt	GDSC	70
TGW	celfiles/TGW.cel	NA	TGW	celfiles/TGW_tumour_LogR.txt	celfiles/TGW_tumour_BAF.txt	GDSC	70
THP-1	celfiles/THP-1.cel	NA	THP-1	celfiles/THP-1_tumour_LogR.txt	celfiles/THP-1_tumour_BAF.txt	GDSC	70
TK10	celfiles/TK10.cel	NA	TK10	celfiles/TK10_tumour_LogR.txt	celfiles/TK10_tumour_BAF.txt	GDSC	70
TT	celfiles/TT.cel	NA	TT	celfiles/TT_tumour_LogR.txt	celfiles/TT_tumour_BAF.txt	GDSC	70
TUR	celfiles/TUR.cel	NA	TUR	celfiles/TUR_tumour_LogR.txt	celfiles/TUR_tumour_BAF.txt	GDSC	70
TYK-nu	celfiles/TYK-nu.cel	NA	TYK-nu	celfiles/TYK-nu_tumour_LogR.txt	celfiles/TYK-nu_tumour_BAF.txt	GDSC	70
UO31	celfiles/U031.cel	NA	U031	celfiles/U031_tumour_LogR.txt	celfiles/U031_tumour_BAF.txt	GDSC	70
U-118-MG	celfiles/U-118-MG.cel	NA	U-118-MG	celfiles/U-118-MG_tumour_LogR.txt	celfiles/U-118-MG_tumour_BAF.txt	GDSC	70
U251	celfiles/U251.cel	NA	U251	celfiles/U251_tumour_LogR.txt	celfiles/U251_tumour_BAF.txt	GDSC	70
U-266	celfiles/U-266.cel	NA	U-266	celfiles/U-266_tumour_LogR.txt	celfiles/U-266_tumour_BAF.txt	GDSC	70
U-2-OS	celfiles/U-2-OS.cel	NA	U-2-OS	celfiles/U-2-OS_tumour_LogR.txt	celfiles/U-2-OS_tumour_BAF.txt	GDSC	70
U-698-M	celfiles/U-698-M.cel	NA	U-698-M	celfiles/U-698-M_tumour_LogR.txt	celfiles/U-698-M_tumour_BAF.txt	GDSC	70
U-87-MG	celfiles/U-87-MG.cel	NA	U-87-MG	celfiles/U-87-MG_tumour_LogR.txt	celfiles/U-87-MG_tumour_BAF.txt	GDSC	70
UACC-257	celfiles/UACC-257.cel	NA	UACC-257	celfiles/UACC-257_tumour_LogR.txt	celfiles/UACC-257_tumour_BAF.txt	GDSC	70
UACC-62	celfiles/UACC-62.cel	NA	UACC-62	celfiles/UACC-62_tumour_LogR.txt	celfiles/UACC-62_tumour_BAF.txt	GDSC	70
UACC-812	celfiles/UACC-812.cel	NA	UACC-812	celfiles/UACC-812_tumour_LogR.txt	celfiles/UACC-812_tumour_BAF.txt	GDSC	70
UACC-893	celfiles/UACC-893.cel	NA	UACC-893	celfiles/UACC-893_tumour_LogR.txt	celfiles/UACC-893_tumour_BAF.txt	GDSC	70
UMC-11	celfiles/UMC-11.cel	NA	UMC-11	celfiles/UMC-11_tumour_LogR.txt	celfiles/UMC-11_tumour_BAF.txt	GDSC	70
UM-UC-3	celfiles/UM-UC-3.cel	NA	UM-UC-3	celfiles/UM-UC-3_tumour_LogR.txt	celfiles/UM-UC-3_tumour_BAF.txt	GDSC	70
VA-ES-BJ	celfiles/VA-ES-BJ.cel	NA	VA-ES-BJ	celfiles/VA-ES-BJ_tumour_LogR.txt	celfiles/VA-ES-BJ_tumour_BAF.txt	GDSC	70
VM-CUB-1	celfiles/VM-CUB-1.cel	NA	VM-CUB-1	celfiles/VM-CUB-1_tumour_LogR.txt	celfiles/VM-CUB-1_tumour_BAF.txt	GDSC	70
VMRC-MELG	celfiles/VMRC-MELG.cel	NA	VMRC-MELG	celfiles/VMRC-MELG_tumour_LogR.txt	celfiles/VMRC-MELG_tumour_BAF.txt	GDSC	70
VMRC-RCZ	celfiles/VMRC-RCZ.cel	NA	VMRC-RCZ	celfiles/VMRC-RCZ_tumour_LogR.txt	celfiles/VMRC-RCZ_tumour_BAF.txt	GDSC	70
WM-115	celfiles/WM-115.cel	NA	WM-115	celfiles/WM-115_tumour_LogR.txt	celfiles/WM-115_tumour_BAF.txt	GDSC	70
WSU-NHL	celfiles/WSU-NHL.cel	NA	WSU-NHL	celfiles/WSU-NHL_tumour_LogR.txt	celfiles/WSU-NHL_tumour_BAF.txt	GDSC	70
YAPC	celfiles/YAPC.cel	NA	YAPC	celfiles/YAPC_tumour_LogR.txt	celfiles/YAPC_tumour_BAF.txt	GDSC	70
YH-13	celfiles/YH-13.cel	NA	YH-13	celfiles/YH-13_tumour_LogR.txt	celfiles/YH-13_tumour_BAF.txt	GDSC	70
YKG-1	celfiles/YKG-1.cel	NA	YKG-1	celfiles/YKG-1_tumour_LogR.txt	celfiles/YKG-1_tumour_BAF.txt	GDSC	70
YT	celfiles/YT.cel	NA	YT	celfiles/YT_tumour_LogR.txt	celfiles/YT_tumour_BAF.txt	GDSC	70
ZR-75-30	celfiles/ZR-75-30.cel	NA	ZR-75-30	celfiles/ZR-75-30_tumour_LogR.txt	celfiles/ZR-75-30_tumour_BAF.txt	GDSC	70
42-MG-BA	celfiles/42-MG-BA.cel	NA	42-MG-BA	celfiles/42-MG-BA_tumour_LogR.txt	celfiles/42-MG-BA_tumour_BAF.txt	GDSC	70
AMO-1	celfiles/AMO-1.cel	NA	AMO-1	celfiles/AMO-1_tumour_LogR.txt	celfiles/AMO-1_tumour_BAF.txt	GDSC	70
BICR 22	celfiles/BICR22.cel	NA	BICR22	celfiles/BICR22_tumour_LogR.txt	celfiles/BICR22_tumour_BAF.txt	GDSC	70
BICR 31	celfiles/BICR31.cel	NA	BICR31	celfiles/BICR31_tumour_LogR.txt	celfiles/BICR31_tumour_BAF.txt	GDSC	70
BT-483	celfiles/BT-483.cel	NA	BT-483	celfiles/BT-483_tumour_LogR.txt	celfiles/BT-483_tumour_BAF.txt	GDSC	70
CADO-ES1	celfiles/CADO-ES1.cel	NA	CADO-ES1	celfiles/CADO-ES1_tumour_LogR.txt	celfiles/CADO-ES1_tumour_BAF.txt	GDSC	70
CAL-29	celfiles/CAL-29.cel	NA	CAL-29	celfiles/CAL-29_tumour_LogR.txt	celfiles/CAL-29_tumour_BAF.txt	GDSC	70
CAL-78	celfiles/CAL-78.cel	NA	CAL-78	celfiles/CAL-78_tumour_LogR.txt	celfiles/CAL-78_tumour_BAF.txt	GDSC	70
CCK-81	celfiles/CCK-81.cel	NA	CCK-81	celfiles/CCK-81_tumour_LogR.txt	celfiles/CCK-81_tumour_BAF.txt	GDSC	70
CL-11	celfiles/CL-11.cel	NA	CL-11	celfiles/CL-11_tumour_LogR.txt	celfiles/CL-11_tumour_BAF.txt	GDSC	70
CL-34	celfiles/CL-34.cel	NA	CL-34	celfiles/CL-34_tumour_LogR.txt	celfiles/CL-34_tumour_BAF.txt	GDSC	70
CL-40	celfiles/CL-40.cel	NA	CL-40	celfiles/CL-40_tumour_LogR.txt	celfiles/CL-40_tumour_BAF.txt	GDSC	70
COLO-783	celfiles/COLO-783.cel	NA	COLO-783	celfiles/COLO-783_tumour_LogR.txt	celfiles/COLO-783_tumour_BAF.txt	GDSC	70
COR-L311	celfiles/COR-L311.cel	NA	COR-L311	celfiles/COR-L311_tumour_LogR.txt	celfiles/COR-L311_tumour_BAF.txt	GDSC	70
COR-L95	celfiles/COR-L95.cel	NA	COR-L95	celfiles/COR-L95_tumour_LogR.txt	celfiles/COR-L95_tumour_BAF.txt	GDSC	70
DAN-G	celfiles/DAN-G.cel	NA	DAN-G	celfiles/DAN-G_tumour_LogR.txt	celfiles/DAN-G_tumour_BAF.txt	GDSC	70
DND-41	celfiles/DND-41.cel	NA	DND-41	celfiles/DND-41_tumour_LogR.txt	celfiles/DND-41_tumour_BAF.txt	GDSC	70
DOV13	celfiles/DOV13.cel	NA	DOV13	celfiles/DOV13_tumour_LogR.txt	celfiles/DOV13_tumour_BAF.txt	GDSC	70
EBC-1	celfiles/EBC-1.cel	NA	EBC-1	celfiles/EBC-1_tumour_LogR.txt	celfiles/EBC-1_tumour_BAF.txt	GDSC	70
EFM-192A	celfiles/EFM-192A.cel	NA	EFM-192A	celfiles/EFM-192A_tumour_LogR.txt	celfiles/EFM-192A_tumour_BAF.txt	GDSC	70
EJM	celfiles/EJM.cel	NA	EJM	celfiles/EJM_tumour_LogR.txt	celfiles/EJM_tumour_BAF.txt	GDSC	70
EN	celfiles/EN.cel	NA	EN	celfiles/EN_tumour_LogR.txt	celfiles/EN_tumour_BAF.txt	GDSC	70
ES-2	celfiles/ES-2.cel	NA	ES-2	celfiles/ES-2_tumour_LogR.txt	celfiles/ES-2_tumour_BAF.txt	GDSC	70
FU97	celfiles/FU97.cel	NA	FU97	celfiles/FU97_tumour_LogR.txt	celfiles/FU97_tumour_BAF.txt	GDSC	70
FU-OV-1	celfiles/FU-OV-1.cel	NA	FU-OV-1	celfiles/FU-OV-1_tumour_LogR.txt	celfiles/FU-OV-1_tumour_BAF.txt	GDSC	70
GA-10	celfiles/GA-10.cel	NA	GA-10	celfiles/GA-10_tumour_LogR.txt	celfiles/GA-10_tumour_BAF.txt	GDSC	70
GRANTA-519	celfiles/GRANTA-519.cel	NA	GRANTA-519	celfiles/GRANTA-519_tumour_LogR.txt	celfiles/GRANTA-519_tumour_BAF.txt	GDSC	70
HARA	celfiles/HARA.cel	NA	HARA	celfiles/HARA_tumour_LogR.txt	celfiles/HARA_tumour_BAF.txt	GDSC	70
HCC1428	celfiles/HCC1428.cel	NA	HCC1428	celfiles/HCC1428_tumour_LogR.txt	celfiles/HCC1428_tumour_BAF.txt	GDSC	70
HCC-15	celfiles/HCC-15.cel	NA	HCC-15	celfiles/HCC-15_tumour_LogR.txt	celfiles/HCC-15_tumour_BAF.txt	GDSC	70
HCC1500	celfiles/HCC1500.cel	NA	HCC1500	celfiles/HCC1500_tumour_LogR.txt	celfiles/HCC1500_tumour_BAF.txt	GDSC	70
HCC202	celfiles/HCC202.cel	NA	HCC202	celfiles/HCC202_tumour_LogR.txt	celfiles/HCC202_tumour_BAF.txt	GDSC	70
HCC-366	celfiles/HCC-366.cel	NA	HCC-366	celfiles/HCC-366_tumour_LogR.txt	celfiles/HCC-366_tumour_BAF.txt	GDSC	70
HCC-44	celfiles/HCC-44.cel	NA	HCC-44	celfiles/HCC-44_tumour_LogR.txt	celfiles/HCC-44_tumour_BAF.txt	GDSC	70
HCC-56	celfiles/HCC-56.cel	NA	HCC-56	celfiles/HCC-56_tumour_LogR.txt	celfiles/HCC-56_tumour_BAF.txt	GDSC	70
HCC-78	celfiles/HCC-78.cel	NA	HCC-78	celfiles/HCC-78_tumour_LogR.txt	celfiles/HCC-78_tumour_BAF.txt	GDSC	70
HCC827	celfiles/HCC-827.cel	NA	HCC-827	celfiles/HCC-827_tumour_LogR.txt	celfiles/HCC-827_tumour_BAF.txt	GDSC	70
HDQ-P1	celfiles/HDQ-P1.cel	NA	HDQ-P1	celfiles/HDQ-P1_tumour_LogR.txt	celfiles/HDQ-P1_tumour_BAF.txt	GDSC	70
HPAC	celfiles/HPAC.cel	NA	HPAC	celfiles/HPAC_tumour_LogR.txt	celfiles/HPAC_tumour_BAF.txt	GDSC	70
Hs 746T	celfiles/Hs746T.cel	NA	Hs746T	celfiles/Hs746T_tumour_LogR.txt	celfiles/Hs746T_tumour_BAF.txt	GDSC	70
HT-115	celfiles/HT-115.cel	NA	HT-115	celfiles/HT-115_tumour_LogR.txt	celfiles/HT-115_tumour_BAF.txt	GDSC	70
huH-1	celfiles/huH-1.cel	NA	huH-1	celfiles/huH-1_tumour_LogR.txt	celfiles/huH-1_tumour_BAF.txt	GDSC	70
IGR-37	celfiles/IGR-37.cel	NA	IGR-37	celfiles/IGR-37_tumour_LogR.txt	celfiles/IGR-37_tumour_BAF.txt	GDSC	70
IM-95	celfiles/IM-95.cel	NA	IM-95	celfiles/IM-95_tumour_LogR.txt	celfiles/IM-95_tumour_BAF.txt	GDSC	70
Ishikawa (Heraklio) 02 ER-	celfiles/Ishikawa_Heraklio_02ER-.cel	NA	Ishikawa_Heraklio_02ER-	celfiles/Ishikawa_Heraklio_02ER-_tumour_LogR.txt	celfiles/Ishikawa_Heraklio_02ER-_tumour_BAF.txt	GDSC	70
JeKo-1	celfiles/JEKO-1.cel	NA	JEKO-1	celfiles/JEKO-1_tumour_LogR.txt	celfiles/JEKO-1_tumour_BAF.txt	GDSC	70
JHH-1	celfiles/JHH-1.cel	NA	JHH-1	celfiles/JHH-1_tumour_LogR.txt	celfiles/JHH-1_tumour_BAF.txt	GDSC	70
JHH-6	celfiles/JHH-6.cel	NA	JHH-6	celfiles/JHH-6_tumour_LogR.txt	celfiles/JHH-6_tumour_BAF.txt	GDSC	70
JHH-7	celfiles/JHH-7.cel	NA	JHH-7	celfiles/JHH-7_tumour_LogR.txt	celfiles/JHH-7_tumour_BAF.txt	GDSC	70
JHOS-2	celfiles/JHOS-2.cel	NA	JHOS-2	celfiles/JHOS-2_tumour_LogR.txt	celfiles/JHOS-2_tumour_BAF.txt	GDSC	70
JHOS-4	celfiles/JHOS-4.cel	NA	JHOS-4	celfiles/JHOS-4_tumour_LogR.txt	celfiles/JHOS-4_tumour_BAF.txt	GDSC	70
JIMT-1	celfiles/JIMT-1.cel	NA	JIMT-1	celfiles/JIMT-1_tumour_LogR.txt	celfiles/JIMT-1_tumour_BAF.txt	GDSC	70
JJN-3	celfiles/JJN-3.cel	NA	JJN-3	celfiles/JJN-3_tumour_LogR.txt	celfiles/JJN-3_tumour_BAF.txt	GDSC	70
JM1	celfiles/JM1.cel	NA	JM1	celfiles/JM1_tumour_LogR.txt	celfiles/JM1_tumour_BAF.txt	GDSC	70
JURL-MK1	celfiles/JURL-MK1.cel	NA	JURL-MK1	celfiles/JURL-MK1_tumour_LogR.txt	celfiles/JURL-MK1_tumour_BAF.txt	GDSC	70
KARPAS-620	celfiles/KARPAS-620.cel	NA	KARPAS-620	celfiles/KARPAS-620_tumour_LogR.txt	celfiles/KARPAS-620_tumour_BAF.txt	GDSC	70
KCL-22	celfiles/KCL-22.cel	NA	KCL-22	celfiles/KCL-22_tumour_LogR.txt	celfiles/KCL-22_tumour_BAF.txt	GDSC	70
KELLY	celfiles/KELLY.cel	NA	KELLY	celfiles/KELLY_tumour_LogR.txt	celfiles/KELLY_tumour_BAF.txt	GDSC	70
KMRC-1	celfiles/KMRC-1.cel	NA	KMRC-1	celfiles/KMRC-1_tumour_LogR.txt	celfiles/KMRC-1_tumour_BAF.txt	GDSC	70
KMRC-20	celfiles/KMRC-20.cel	NA	KMRC-20	celfiles/KMRC-20_tumour_LogR.txt	celfiles/KMRC-20_tumour_BAF.txt	GDSC	70
KMS-11	celfiles/KMS-11.cel	NA	KMS-11	celfiles/KMS-11_tumour_LogR.txt	celfiles/KMS-11_tumour_BAF.txt	GDSC	70
KOPN-8	celfiles/KOPN-8.cel	NA	KOPN-8	celfiles/KOPN-8_tumour_LogR.txt	celfiles/KOPN-8_tumour_BAF.txt	GDSC	70
KP-1N	celfiles/KP-1N.cel	NA	KP-1N	celfiles/KP-1N_tumour_LogR.txt	celfiles/KP-1N_tumour_BAF.txt	GDSC	70
KP-3	celfiles/KP-3.cel	NA	KP-3	celfiles/KP-3_tumour_LogR.txt	celfiles/KP-3_tumour_BAF.txt	GDSC	70
KYM-1	celfiles/KYM-1.cel	NA	KYM-1	celfiles/KYM-1_tumour_LogR.txt	celfiles/KYM-1_tumour_BAF.txt	GDSC	70
L-1236	celfiles/L-1236.cel	NA	L-1236	celfiles/L-1236_tumour_LogR.txt	celfiles/L-1236_tumour_BAF.txt	GDSC	70
LN-18	celfiles/LN-18.cel	NA	LN-18	celfiles/LN-18_tumour_LogR.txt	celfiles/LN-18_tumour_BAF.txt	GDSC	70
LN-229	celfiles/LN-229.cel	NA	LN-229	celfiles/LN-229_tumour_LogR.txt	celfiles/LN-229_tumour_BAF.txt	GDSC	70
LOU-NH91	celfiles/LOU-NH91.cel	NA	LOU-NH91	celfiles/LOU-NH91_tumour_LogR.txt	celfiles/LOU-NH91_tumour_BAF.txt	GDSC	70
LS 180	celfiles/LS-180.cel	NA	LS-180	celfiles/LS-180_tumour_LogR.txt	celfiles/LS-180_tumour_BAF.txt	GDSC	70
MDA-MB-436	celfiles/MDA-MB-436.cel	NA	MDA-MB-436	celfiles/MDA-MB-436_tumour_LogR.txt	celfiles/MDA-MB-436_tumour_BAF.txt	GDSC	70
MDST8	celfiles/MDST8.cel	NA	MDST8	celfiles/MDST8_tumour_LogR.txt	celfiles/MDST8_tumour_BAF.txt	GDSC	70
ME-1	celfiles/ME-1.cel	NA	ME-1	celfiles/ME-1_tumour_LogR.txt	celfiles/ME-1_tumour_BAF.txt	GDSC	70
MFE-319	celfiles/MFE-319.cel	NA	MFE-319	celfiles/MFE-319_tumour_LogR.txt	celfiles/MFE-319_tumour_BAF.txt	GDSC	70
ML-1	celfiles/ML-1.cel	NA	ML-1	celfiles/ML-1_tumour_LogR.txt	celfiles/ML-1_tumour_BAF.txt	GDSC	70
MM1-S	celfiles/MM1S.cel	NA	MM1S	celfiles/MM1S_tumour_LogR.txt	celfiles/MM1S_tumour_BAF.txt	GDSC	70
MOLM-13	celfiles/MOLM-13.cel	NA	MOLM-13	celfiles/MOLM-13_tumour_LogR.txt	celfiles/MOLM-13_tumour_BAF.txt	GDSC	70
MOLM-16	celfiles/MOLM-16.cel	NA	MOLM-16	celfiles/MOLM-16_tumour_LogR.txt	celfiles/MOLM-16_tumour_BAF.txt	GDSC	70
MOLP-8	celfiles/MOLP-8.cel	NA	MOLP-8	celfiles/MOLP-8_tumour_LogR.txt	celfiles/MOLP-8_tumour_BAF.txt	GDSC	70
NAMALWA	celfiles/NAMALWA.cel	NA	NAMALWA	celfiles/NAMALWA_tumour_LogR.txt	celfiles/NAMALWA_tumour_BAF.txt	GDSC	70
NCI-H1341	celfiles/NCI-H1341.cel	NA	NCI-H1341	celfiles/NCI-H1341_tumour_LogR.txt	celfiles/NCI-H1341_tumour_BAF.txt	GDSC	70
NCI-H1435	celfiles/NCI-H1435.cel	NA	NCI-H1435	celfiles/NCI-H1435_tumour_LogR.txt	celfiles/NCI-H1435_tumour_BAF.txt	GDSC	70
NCI-H1568	celfiles/NCI-H1568.cel	NA	NCI-H1568	celfiles/NCI-H1568_tumour_LogR.txt	celfiles/NCI-H1568_tumour_BAF.txt	GDSC	70
NCI-H1781	celfiles/NCI-H1781.cel	NA	NCI-H1781	celfiles/NCI-H1781_tumour_LogR.txt	celfiles/NCI-H1781_tumour_BAF.txt	GDSC	70
NCI-H1836	celfiles/NCI-H1836.cel	NA	NCI-H1836	celfiles/NCI-H1836_tumour_LogR.txt	celfiles/NCI-H1836_tumour_BAF.txt	GDSC	70
NCI-H1869	celfiles/NCI-H1869.cel	NA	NCI-H1869	celfiles/NCI-H1869_tumour_LogR.txt	celfiles/NCI-H1869_tumour_BAF.txt	GDSC	70
NCI-H1876	celfiles/NCI-H1876.cel	NA	NCI-H1876	celfiles/NCI-H1876_tumour_LogR.txt	celfiles/NCI-H1876_tumour_BAF.txt	GDSC	70
NCI-H1915	celfiles/NCI-H1915.cel	NA	NCI-H1915	celfiles/NCI-H1915_tumour_LogR.txt	celfiles/NCI-H1915_tumour_BAF.txt	GDSC	70
NCI-H1944	celfiles/NCI-H1944.cel	NA	NCI-H1944	celfiles/NCI-H1944_tumour_LogR.txt	celfiles/NCI-H1944_tumour_BAF.txt	GDSC	70
NCI-H196	celfiles/NCI-H196.cel	NA	NCI-H196	celfiles/NCI-H196_tumour_LogR.txt	celfiles/NCI-H196_tumour_BAF.txt	GDSC	70
